Age,Job,Marital,Education,Default,Balance,Housing_Loan,Personal_Loan,Contact,Day_of_Week,Month,Campaign,Pdays,Previous,Poutcome,Subscribed
30,blue-collar,divorced,tertiary,no,2131,no,no,cellular,tue,aug,1,-1,0,nonexistent,no
45,blue-collar,single,secondary,no,4185,no,yes,cellular,mon,aug,2,-1,0,nonexistent,no
32,management,married,secondary,no,-156,no,no,cellular,mon,oct,2,142,2,failure,yes
38,blue-collar,single,primary,no,2994,no,no,unknown,mon,may,4,-1,0,nonexistent,yes
22,technician,married,tertiary,no,61,yes,yes,cellular,mon,may,3,-1,0,nonexistent,no
36,blue-collar,married,tertiary,no,9479,no,no,cellular,fri,may,4,-1,0,nonexistent,no
53,self-employed,divorced,primary,yes,-220,yes,no,cellular,fri,jun,2,223,2,other,no
35,blue-collar,single,secondary,no,454,yes,no,cellular,mon,apr,5,-1,0,nonexistent,no
35,services,married,primary,no,-2244,yes,no,cellular,mon,aug,3,-1,0,nonexistent,no
31,blue-collar,married,unknown,no,6297,yes,no,cellular,thu,may,4,-1,0,nonexistent,no
56,unemployed,married,secondary,no,545,yes,no,unknown,thu,jun,3,-1,0,nonexistent,no
35,management,married,primary,no,4758,no,yes,cellular,tue,jul,3,-1,0,nonexistent,no
43,management,married,secondary,no,1685,no,no,unknown,mon,jun,2,-1,0,nonexistent,no
32,management,single,secondary,no,-2076,yes,yes,unknown,fri,jul,7,-1,0,nonexistent,no
68,admin,married,primary,no,6257,yes,no,cellular,mon,may,2,-1,0,nonexistent,no
30,self-employed,divorced,secondary,no,1055,no,no,unknown,mon,may,3,-1,0,nonexistent,no
50,admin,married,tertiary,no,2452,yes,no,cellular,tue,jan,3,-1,0,nonexistent,yes
45,blue-collar,single,secondary,no,-1732,yes,no,cellular,thu,jun,1,-1,0,nonexistent,yes
42,management,married,secondary,no,2606,no,no,telephone,mon,may,5,-1,0,nonexistent,no
36,technician,married,secondary,no,6537,no,no,cellular,mon,jul,5,-1,0,nonexistent,yes
33,management,single,secondary,no,4160,no,no,cellular,tue,feb,3,-1,0,nonexistent,no
31,unemployed,married,secondary,no,4378,no,yes,cellular,wed,feb,4,-1,0,nonexistent,no
38,services,divorced,secondary,no,-1027,no,no,cellular,wed,jun,2,-1,0,nonexistent,yes
36,admin,married,secondary,no,-195,yes,no,cellular,wed,may,4,89,3,failure,no
50,management,single,primary,no,-97,no,no,cellular,thu,feb,2,-1,0,nonexistent,no
40,technician,divorced,secondary,no,-926,no,no,unknown,tue,may,4,750,1,failure,no
55,management,married,tertiary,no,-1543,no,no,cellular,wed,aug,2,541,3,failure,no
30,management,married,secondary,no,-1483,no,no,cellular,wed,apr,4,-1,0,nonexistent,no
35,services,married,secondary,no,632,yes,no,cellular,mon,may,9,379,3,success,no
49,management,divorced,secondary,no,4273,no,no,unknown,thu,aug,1,-1,0,nonexistent,yes
31,admin,divorced,secondary,no,1794,yes,no,unknown,tue,jun,2,-1,0,nonexistent,no
49,management,married,secondary,no,-1416,yes,no,unknown,wed,jul,3,-1,0,nonexistent,no
55,services,single,tertiary,no,4804,yes,no,cellular,tue,jan,6,225,4,other,no
31,blue-collar,divorced,unknown,no,772,yes,no,unknown,tue,feb,2,-1,0,nonexistent,no
47,entrepreneur,married,primary,no,-216,no,no,cellular,thu,jul,4,-1,0,nonexistent,no
40,blue-collar,married,secondary,no,-1289,no,no,cellular,thu,jun,3,-1,0,nonexistent,no
35,blue-collar,married,secondary,no,-3000,yes,yes,cellular,wed,jun,2,-1,0,nonexistent,no
38,admin,married,tertiary,no,2745,no,no,unknown,fri,may,3,-1,0,nonexistent,no
52,management,married,secondary,no,248,yes,yes,cellular,thu,apr,3,-1,0,nonexistent,no
35,blue-collar,single,secondary,no,5529,no,no,telephone,tue,may,3,-1,0,nonexistent,no
41,blue-collar,married,secondary,no,5869,yes,no,cellular,tue,may,3,-1,0,nonexistent,no
31,technician,married,tertiary,no,890,yes,no,cellular,thu,nov,2,-1,0,nonexistent,no
24,management,married,secondary,no,3265,no,no,cellular,tue,may,1,-1,0,nonexistent,no
29,entrepreneur,single,secondary,no,8983,yes,yes,cellular,tue,aug,3,-1,0,nonexistent,no
36,services,single,secondary,no,64,yes,no,cellular,thu,jul,3,-1,0,nonexistent,no
49,technician,divorced,secondary,no,3618,yes,yes,cellular,thu,jun,5,-1,0,nonexistent,no
45,admin,married,primary,no,2603,yes,no,unknown,mon,may,2,-1,0,nonexistent,no
43,management,married,secondary,no,2579,no,no,cellular,thu,nov,3,-1,0,nonexistent,no
45,technician,single,secondary,no,-1507,no,no,cellular,tue,jun,4,734,1,failure,no
35,retired,single,secondary,no,-3000,yes,no,cellular,thu,apr,3,-1,0,nonexistent,no
35,entrepreneur,married,secondary,no,682,yes,yes,telephone,thu,jun,2,-1,0,nonexistent,no
62,blue-collar,married,secondary,no,-1285,no,no,cellular,mon,may,3,-1,0,nonexistent,no
47,management,married,tertiary,no,97,no,no,unknown,wed,jul,1,-1,0,nonexistent,no
50,services,married,tertiary,no,1608,yes,no,cellular,wed,may,5,438,1,failure,no
48,management,married,secondary,no,-2672,yes,no,cellular,fri,may,2,-1,0,nonexistent,no
60,management,divorced,secondary,no,2543,no,no,cellular,thu,may,1,-1,0,nonexistent,no
37,blue-collar,single,tertiary,no,3931,no,no,cellular,wed,may,3,-1,0,nonexistent,no
49,retired,married,secondary,no,383,yes,no,cellular,fri,jun,2,-1,0,nonexistent,no
39,blue-collar,married,tertiary,no,-202,yes,yes,cellular,fri,jun,3,-1,0,nonexistent,no
48,admin,married,primary,no,1892,no,yes,cellular,mon,jun,4,-1,0,nonexistent,no
32,blue-collar,single,secondary,no,-3000,no,no,telephone,mon,jun,4,-1,0,nonexistent,no
43,management,divorced,secondary,no,-982,no,no,cellular,tue,jun,4,-1,0,nonexistent,no
37,unemployed,single,tertiary,no,1220,no,no,cellular,tue,may,3,-1,0,nonexistent,no
35,blue-collar,divorced,secondary,no,835,yes,no,cellular,mon,aug,2,-1,0,nonexistent,no
26,services,divorced,secondary,no,-2856,yes,no,unknown,fri,apr,3,-1,0,nonexistent,no
49,management,married,secondary,no,2764,no,yes,cellular,mon,jul,4,-1,0,nonexistent,no
45,retired,married,tertiary,no,1796,yes,no,cellular,thu,jul,3,-1,0,nonexistent,no
52,management,married,primary,no,1559,no,no,cellular,wed,aug,2,-1,0,nonexistent,no
26,technician,single,secondary,yes,2504,yes,yes,unknown,tue,may,4,-1,0,nonexistent,no
44,retired,married,secondary,no,771,yes,no,cellular,tue,apr,4,-1,0,nonexistent,no
36,blue-collar,married,secondary,no,2494,yes,no,cellular,fri,aug,5,-1,0,nonexistent,no
52,management,married,secondary,no,1833,yes,yes,cellular,mon,jun,2,-1,0,nonexistent,no
47,entrepreneur,single,secondary,no,1922,yes,no,unknown,mon,jun,5,214,2,failure,no
40,management,married,tertiary,no,1709,yes,no,cellular,wed,sep,3,-1,0,nonexistent,no
43,technician,married,secondary,no,282,yes,yes,cellular,thu,aug,3,-1,0,nonexistent,yes
36,entrepreneur,married,secondary,no,1136,yes,no,cellular,thu,aug,4,-1,0,nonexistent,no
53,admin,married,secondary,no,-2320,yes,yes,telephone,thu,may,5,458,1,success,no
37,unemployed,married,tertiary,no,-388,yes,yes,unknown,fri,aug,4,-1,0,nonexistent,no
60,technician,married,tertiary,no,4439,no,no,cellular,wed,jul,1,-1,0,nonexistent,no
60,admin,married,secondary,no,1584,no,no,cellular,tue,nov,1,-1,0,nonexistent,no
30,blue-collar,single,tertiary,no,-2083,yes,no,cellular,tue,apr,4,-1,0,nonexistent,no
43,unemployed,divorced,secondary,no,1591,yes,no,cellular,fri,jul,4,-1,0,nonexistent,no
49,management,married,tertiary,no,5608,no,no,cellular,thu,jun,3,-1,0,nonexistent,no
34,technician,divorced,tertiary,no,4091,no,no,cellular,fri,nov,5,-1,0,nonexistent,yes
42,technician,single,secondary,no,588,yes,no,unknown,thu,may,1,-1,0,nonexistent,no
37,management,married,tertiary,no,2527,no,no,cellular,thu,jun,2,-1,0,nonexistent,no
44,housemaid,married,tertiary,no,797,no,no,unknown,thu,jul,3,-1,0,nonexistent,no
23,admin,single,tertiary,no,4466,yes,no,unknown,tue,may,1,-1,0,nonexistent,no
28,technician,married,tertiary,no,3393,yes,no,cellular,tue,apr,3,-1,0,nonexistent,yes
42,blue-collar,single,tertiary,no,2151,no,no,unknown,tue,may,3,-1,0,nonexistent,no
34,services,single,tertiary,no,1942,yes,no,cellular,tue,jan,2,-1,0,nonexistent,no
46,admin,married,tertiary,no,-718,yes,yes,unknown,tue,nov,2,-1,0,nonexistent,no
41,housemaid,married,secondary,no,1850,no,yes,cellular,fri,jun,1,-1,0,nonexistent,no
41,technician,divorced,secondary,no,162,yes,no,cellular,wed,apr,3,-1,0,nonexistent,no
63,management,married,secondary,no,3976,yes,no,cellular,fri,jul,2,-1,0,nonexistent,no
54,admin,married,tertiary,no,943,yes,no,cellular,fri,jul,4,-1,0,nonexistent,yes
37,blue-collar,married,secondary,no,-3000,yes,no,telephone,wed,aug,4,-1,0,nonexistent,no
37,management,married,secondary,no,-1897,yes,yes,cellular,tue,nov,6,-1,0,nonexistent,no
22,technician,single,primary,no,2821,yes,no,unknown,wed,may,1,-1,0,nonexistent,no
46,admin,single,tertiary,no,-414,yes,no,cellular,wed,sep,6,645,3,failure,no
33,housemaid,married,secondary,no,-169,yes,no,telephone,fri,may,5,-1,0,nonexistent,no
32,blue-collar,married,secondary,no,3806,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
37,self-employed,single,primary,no,6054,yes,yes,cellular,wed,jul,3,-1,0,nonexistent,no
46,management,single,primary,no,-3000,yes,no,unknown,fri,apr,6,-1,0,nonexistent,no
37,blue-collar,divorced,tertiary,no,-545,yes,no,unknown,wed,jun,3,-1,0,nonexistent,no
32,management,single,primary,no,4626,no,no,unknown,mon,may,2,-1,0,nonexistent,no
27,admin,married,secondary,no,5758,no,no,cellular,mon,jun,2,-1,0,nonexistent,no
36,management,married,secondary,no,3765,no,no,unknown,tue,oct,3,-1,0,nonexistent,no
32,management,married,secondary,no,5487,no,yes,cellular,thu,apr,2,-1,0,nonexistent,no
34,retired,married,tertiary,no,1115,yes,no,cellular,wed,may,2,-1,0,nonexistent,no
27,technician,married,primary,no,4262,yes,yes,cellular,tue,may,4,-1,0,nonexistent,no
38,housemaid,married,secondary,no,1043,yes,yes,unknown,fri,aug,4,-1,0,nonexistent,no
35,management,married,tertiary,no,183,no,no,telephone,thu,nov,2,-1,0,nonexistent,no
75,blue-collar,married,secondary,no,1652,yes,no,unknown,tue,jul,3,164,3,failure,no
72,technician,single,primary,yes,2717,yes,no,cellular,tue,may,5,-1,0,nonexistent,no
45,services,married,tertiary,no,1243,yes,no,cellular,wed,may,3,-1,0,nonexistent,no
57,management,divorced,secondary,no,315,no,no,cellular,wed,jun,2,54,4,other,no
42,management,married,tertiary,no,5687,no,no,cellular,wed,nov,4,-1,0,nonexistent,no
18,technician,married,secondary,no,3227,yes,no,cellular,mon,may,1,-1,0,nonexistent,no
44,retired,single,tertiary,no,1050,yes,no,cellular,fri,nov,3,-1,0,nonexistent,no
46,technician,married,secondary,no,421,yes,no,unknown,wed,aug,3,-1,0,nonexistent,no
28,admin,married,secondary,no,-2871,yes,no,cellular,thu,aug,4,-1,0,nonexistent,no
41,management,divorced,unknown,no,5010,no,no,cellular,fri,may,1,-1,0,nonexistent,no
48,admin,married,unknown,no,4769,no,no,cellular,fri,jul,1,-1,0,nonexistent,yes
55,services,married,tertiary,no,-2002,yes,no,cellular,tue,jun,1,-1,0,nonexistent,no
58,blue-collar,single,secondary,no,-716,no,no,cellular,tue,aug,1,-1,0,nonexistent,no
50,student,single,tertiary,no,2321,yes,yes,cellular,fri,jul,6,-1,0,nonexistent,no
41,technician,married,secondary,no,416,no,yes,unknown,thu,jan,5,-1,0,nonexistent,no
44,technician,divorced,secondary,no,-3000,yes,no,cellular,wed,may,2,-1,0,nonexistent,no
29,technician,married,tertiary,no,-1257,yes,no,cellular,thu,jul,1,-1,0,nonexistent,no
36,services,married,secondary,no,3216,yes,no,unknown,wed,jul,2,634,3,failure,yes
30,technician,married,tertiary,no,-3000,yes,no,unknown,fri,may,2,-1,0,nonexistent,no
35,admin,single,tertiary,no,-822,yes,no,unknown,wed,feb,2,-1,0,nonexistent,no
55,management,married,tertiary,no,-1958,yes,no,cellular,wed,may,3,-1,0,nonexistent,no
48,management,married,secondary,no,836,yes,no,cellular,wed,aug,1,-1,0,nonexistent,no
53,technician,married,secondary,no,3258,yes,no,unknown,thu,jan,2,-1,0,nonexistent,no
62,blue-collar,single,secondary,no,8640,yes,yes,cellular,thu,jul,1,-1,0,nonexistent,yes
29,blue-collar,single,secondary,no,1795,yes,no,unknown,fri,nov,4,-1,0,nonexistent,no
39,services,divorced,secondary,no,-1730,no,no,unknown,tue,jul,3,891,2,other,no
55,blue-collar,divorced,secondary,no,3598,yes,no,cellular,thu,aug,5,-1,0,nonexistent,no
29,admin,married,secondary,no,-1461,no,no,cellular,mon,aug,2,649,3,failure,no
73,unemployed,married,unknown,no,6891,no,no,unknown,tue,jun,6,171,2,other,no
39,retired,single,primary,no,-264,no,no,telephone,thu,dec,7,-1,0,nonexistent,no
44,blue-collar,divorced,tertiary,no,3486,yes,no,cellular,wed,oct,4,379,2,other,no
37,technician,single,primary,no,2916,no,no,cellular,fri,may,3,-1,0,nonexistent,yes
29,technician,married,unknown,no,-2247,yes,no,cellular,wed,apr,2,-1,0,nonexistent,no
48,management,single,tertiary,no,4987,no,no,unknown,tue,aug,3,-1,0,nonexistent,no
39,management,single,tertiary,no,-1831,no,no,unknown,mon,jul,2,-1,0,nonexistent,no
28,housemaid,married,secondary,no,-2502,yes,no,cellular,tue,may,5,-1,0,nonexistent,no
58,blue-collar,married,secondary,no,5236,yes,no,cellular,thu,aug,7,-1,0,nonexistent,no
44,self-employed,married,primary,no,3339,no,no,cellular,tue,may,2,-1,0,nonexistent,no
46,services,divorced,tertiary,no,2839,yes,yes,cellular,mon,may,6,-1,0,nonexistent,no
43,blue-collar,married,secondary,no,-2411,yes,no,cellular,mon,may,1,424,2,other,no
33,management,married,secondary,no,4670,yes,no,cellular,mon,may,4,141,1,failure,no
44,technician,married,primary,no,3050,no,no,unknown,tue,aug,3,-1,0,nonexistent,no
46,entrepreneur,married,tertiary,no,3246,no,yes,cellular,mon,aug,4,-1,0,nonexistent,yes
64,blue-collar,married,secondary,no,3236,no,no,unknown,fri,nov,1,-1,0,nonexistent,no
38,entrepreneur,single,secondary,no,-769,no,no,cellular,tue,jan,4,-1,0,nonexistent,no
51,blue-collar,married,primary,no,2535,yes,no,cellular,wed,aug,4,-1,0,nonexistent,no
49,management,married,secondary,no,3290,no,no,unknown,tue,jun,3,-1,0,nonexistent,no
41,blue-collar,divorced,tertiary,no,2775,yes,no,cellular,tue,jun,4,-1,0,nonexistent,no
41,housemaid,single,primary,no,-1781,yes,no,cellular,fri,may,3,-1,0,nonexistent,no
38,housemaid,single,secondary,no,7290,yes,no,cellular,fri,jul,2,-1,0,nonexistent,yes
29,technician,married,tertiary,no,609,yes,no,unknown,mon,jan,3,-1,0,nonexistent,no
32,services,divorced,primary,no,-1289,yes,no,cellular,mon,mar,5,-1,0,nonexistent,no
43,blue-collar,single,secondary,no,6530,yes,no,unknown,tue,nov,5,-1,0,nonexistent,no
30,technician,married,tertiary,no,3489,yes,no,cellular,thu,aug,8,-1,0,nonexistent,no
30,management,divorced,secondary,no,-531,no,no,cellular,fri,may,6,-1,0,nonexistent,no
61,technician,married,secondary,no,-3000,no,no,cellular,fri,may,3,556,3,failure,no
37,management,married,tertiary,no,1610,no,yes,cellular,tue,jul,5,-1,0,nonexistent,no
38,admin,married,secondary,no,-711,yes,no,cellular,mon,may,2,-1,0,nonexistent,no
50,technician,married,primary,no,-828,no,no,cellular,thu,apr,2,660,1,failure,no
32,technician,divorced,tertiary,no,2490,no,yes,cellular,thu,may,5,-1,0,nonexistent,no
55,technician,married,primary,no,2959,yes,no,cellular,fri,may,4,691,2,other,no
51,management,married,secondary,no,3860,no,no,cellular,wed,may,2,650,3,failure,no
35,technician,married,primary,no,-845,no,yes,cellular,fri,mar,3,-1,0,nonexistent,yes
49,services,married,tertiary,yes,4289,yes,no,unknown,fri,nov,5,-1,0,nonexistent,no
35,admin,married,primary,no,587,yes,no,cellular,tue,may,4,-1,0,nonexistent,no
37,blue-collar,divorced,secondary,no,770,yes,no,cellular,tue,jun,4,-1,0,nonexistent,no
26,admin,single,primary,no,5915,no,no,cellular,thu,may,6,-1,0,nonexistent,yes
40,blue-collar,married,secondary,no,-229,yes,no,unknown,mon,aug,4,-1,0,nonexistent,no
37,admin,married,secondary,no,-773,yes,no,unknown,tue,jun,4,-1,0,nonexistent,no
26,services,married,secondary,no,2477,yes,no,unknown,mon,oct,2,-1,0,nonexistent,no
78,admin,married,secondary,no,-2061,yes,yes,unknown,fri,feb,2,248,1,failure,no
72,services,married,secondary,no,-963,no,no,cellular,thu,may,2,-1,0,nonexistent,no
43,management,divorced,secondary,no,4958,yes,no,cellular,thu,jun,4,-1,0,nonexistent,no
44,student,married,secondary,no,-214,no,no,unknown,mon,jan,4,-1,0,nonexistent,no
44,entrepreneur,married,primary,no,925,yes,no,cellular,wed,apr,5,-1,0,nonexistent,no
34,technician,divorced,primary,no,-1357,no,no,unknown,mon,may,4,-1,0,nonexistent,no
33,management,married,tertiary,no,-2196,yes,no,unknown,thu,may,2,136,4,failure,no
34,unemployed,single,secondary,no,3253,no,no,telephone,tue,jun,3,-1,0,nonexistent,no
18,technician,married,tertiary,no,-3000,yes,no,unknown,wed,may,2,-1,0,nonexistent,no
56,blue-collar,married,secondary,no,-2286,no,no,cellular,mon,feb,2,-1,0,nonexistent,no
52,management,married,primary,no,-359,yes,no,unknown,thu,feb,3,510,7,success,yes
59,blue-collar,married,tertiary,no,-1900,yes,no,cellular,tue,nov,5,822,2,success,yes
32,technician,single,primary,no,2218,no,no,cellular,fri,feb,3,-1,0,nonexistent,no
42,management,married,tertiary,no,6780,no,no,cellular,thu,jul,1,-1,0,nonexistent,yes
31,blue-collar,married,primary,no,-3000,yes,yes,cellular,tue,aug,4,-1,0,nonexistent,no
41,services,divorced,secondary,no,9804,yes,yes,cellular,thu,aug,5,235,2,success,yes
31,management,single,tertiary,no,3223,yes,no,unknown,wed,may,4,-1,0,nonexistent,no
44,housemaid,single,primary,no,1916,no,no,cellular,wed,jul,4,-1,0,nonexistent,no
48,admin,divorced,tertiary,no,919,no,yes,cellular,thu,aug,3,-1,0,nonexistent,no
63,management,married,secondary,no,6553,no,no,telephone,fri,nov,2,-1,0,nonexistent,yes
35,management,married,primary,no,4982,yes,no,cellular,fri,may,2,289,1,failure,no
29,blue-collar,married,secondary,no,10005,yes,no,cellular,tue,aug,3,-1,0,nonexistent,no
44,management,married,secondary,no,3951,yes,no,unknown,mon,may,5,-1,0,nonexistent,no
30,technician,divorced,secondary,no,3029,no,no,cellular,wed,may,3,314,1,success,no
36,blue-collar,married,primary,no,-990,yes,no,cellular,tue,nov,2,-1,0,nonexistent,no
38,technician,single,secondary,no,174,no,no,telephone,thu,may,6,-1,0,nonexistent,no
38,blue-collar,married,primary,no,5182,yes,yes,unknown,wed,apr,5,-1,0,nonexistent,no
43,blue-collar,married,secondary,no,-1094,yes,no,cellular,tue,jul,5,-1,0,nonexistent,no
58,blue-collar,single,secondary,no,3630,yes,no,telephone,wed,jun,1,-1,0,nonexistent,no
36,management,married,tertiary,yes,-573,yes,no,cellular,wed,apr,3,-1,0,nonexistent,no
62,admin,single,secondary,no,-36,no,yes,cellular,mon,jul,9,425,3,success,yes
25,management,married,secondary,no,-91,no,no,unknown,tue,may,2,-1,0,nonexistent,no
50,admin,divorced,secondary,no,3360,yes,no,cellular,mon,jun,9,-1,0,nonexistent,no
36,technician,single,tertiary,no,3315,no,no,cellular,thu,aug,5,-1,0,nonexistent,yes
42,management,divorced,unknown,no,1485,yes,no,cellular,wed,apr,3,408,3,failure,no
47,housemaid,married,secondary,no,2394,yes,no,cellular,mon,jul,2,-1,0,nonexistent,no
26,unemployed,single,secondary,no,2351,yes,no,cellular,tue,jul,3,-1,0,nonexistent,no
54,blue-collar,divorced,secondary,no,-2688,yes,no,cellular,mon,may,5,-1,0,nonexistent,no
44,technician,married,secondary,no,-3000,yes,yes,cellular,tue,oct,1,-1,0,nonexistent,no
33,technician,single,tertiary,no,5404,no,no,cellular,wed,sep,5,-1,0,nonexistent,no
74,management,married,tertiary,no,6529,yes,no,cellular,mon,feb,4,-1,0,nonexistent,no
54,management,single,secondary,no,2151,yes,no,unknown,tue,may,5,-1,0,nonexistent,no
61,housemaid,married,primary,no,579,no,no,cellular,thu,oct,3,-1,0,nonexistent,no
44,admin,married,secondary,no,5128,yes,no,cellular,tue,jun,2,-1,0,nonexistent,no
28,unemployed,married,secondary,no,4779,yes,yes,unknown,tue,nov,4,-1,0,nonexistent,no
41,management,single,secondary,no,1226,no,yes,telephone,tue,jan,3,-1,0,nonexistent,no
65,admin,married,secondary,no,1549,no,no,cellular,wed,nov,2,-1,0,nonexistent,yes
39,technician,married,secondary,no,3308,yes,no,cellular,wed,jul,2,-1,0,nonexistent,no
42,services,divorced,tertiary,no,276,yes,no,cellular,mon,jul,3,778,3,success,no
53,management,divorced,secondary,no,-3000,yes,no,cellular,tue,may,4,-1,0,nonexistent,no
23,blue-collar,married,secondary,no,5385,yes,no,cellular,wed,may,2,-1,0,nonexistent,no
50,retired,married,primary,no,3500,yes,no,cellular,mon,apr,2,685,4,other,no
